BEN,TIME,NODE
0.0,34.0,1.0
0.0,22.0,1.0
23.7,34.0,2.0
17.5,19.0,2.0
0.0,9.0,1.0
22.0,19.0,2.0
20.4,11.0,2.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
5.4,7.0,2.0
0.0,3.0,1.0
0.0,4.0,1.0
0.0,3.0,1.0
1.4,7.0,2.0
0.0,3.0,1.0
0.0,4.0,1.0
0.0,3.0,1.0
6.1,19.0,2.0
0.0,4.0,1.0
0.0,3.0,1.0
0.0,4.0,1.0
0.0,4.0,1.0
16.5,8.0,2.0
19.4,20.0,2.0
47.0,22.0,2.0
0.0,6.0,1.0
0.0,4.0,1.0
0.0,4.0,1.0
31.8,18.0,2.0
0.0,4.0,1.0
22.2,24.0,2.0
20.4,7.0,2.0
0.0,3.0,1.0
2.0,7.0,2.0
29.2,12.0,2.0
0.0,4.0,1.0
0.0,4.0,1.0
4.0,7.0,2.0
0.0,4.0,1.0
12.7,13.0,2.0
0.0,4.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
2.1,8.0,2.0
23.8,8.0,2.0
2.2,8.0,2.0
0.0,3.0,1.0
0.0,4.0,1.0
0.0,5.0,1.0
0.0,4.0,1.0
0.0,4.0,1.0
0.0,3.0,1.0
21.1,9.0,2.0
0.0,3.0,1.0
9.2,7.0,2.0
0.0,4.0,1.0
6.7,8.0,2.0
50.0,8.0,2.0
0.0,3.0,1.0
0.0,4.0,1.0
34.2,8.0,2.0
5.8,8.0,2.0
22.4,18.0,2.0
3.0,9.0,2.0
43.8,9.0,2.0
0.0,4.0,1.0
0.0,4.0,1.0
0.0,4.0,1.0
0.0,4.0,1.0
0.0,5.0,1.0
0.0,4.0,1.0
0.0,7.0,1.0
0.0,6.0,1.0
0.0,4.0,1.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,4.0,1.0
35.3,7.0,2.0
12.5,9.0,2.0
22.2,13.0,2.0
0.0,4.0,1.0
2.4,8.0,2.0
0.0,4.0,1.0
41.9,27.0,2.0
0.0,3.0,1.0
5.9,16.0,2.0
0.0,3.0,1.0
14.0,8.0,2.0
2.3,8.0,2.0
9.6,8.0,2.0
0.0,3.0,1.0
1.7,7.0,2.0
53.8,8.0,2.0
0.0,3.0,1.0
3.0,8.0,2.0
0.0,3.0,1.0
0.0,3.0,1.0
0.0,4.0,1.0
0.0,4.0,1.0
